probability,day_of_week,hour,days_to_deliver,delivery_distance
MEDIUM,3,10,4,464.7463456
MEDIUM,3,10,6,571.4216119
LOW,3,10,5,310.3677628
LOW,3,10,6,712.0231226
LOW,3,10,5,509.0825029
HIGH,3,10,2,168.248486
LOW,3,10,6,828.3848128
LOW,3,10,5,347.8989633
MEDIUM,3,10,4,390.8111192
LOW,3,10,6,747.5587704
HIGH,3,10,2,173.2017003
HIGH,3,10,3,297.796482
LOW,3,10,6,725.0842768
LOW,3,10,5,302.2657463
LOW,3,10,5,302.8434218
HIGH,3,10,2,193.9938871
HIGH,3,10,2,282.9576042
LOW,3,10,6,769.1975988
MEDIUM,3,10,4,434.0746218
MEDIUM,3,10,4,546.7894981
HIGH,3,10,2,247.1995551
MEDIUM,3,10,4,457.2752005
LOW,3,10,6,682.7591164
MEDIUM,3,10,2,235.2216774
HIGH,3,10,2,219.3886315
MEDIUM,3,10,4,420.7855943
MEDIUM,3,6,4,563.001217
MEDIUM,3,6,4,441.8959884
MEDIUM,3,6,3,296.6054592
MEDIUM,3,6,3,433.3108409
MEDIUM,3,6,3,351.3007259
MEDIUM,3,6,4,548.6875334
LOW,3,6,5,328.500226
LOW,3,6,5,656.7139954
MEDIUM,3,6,2,177.9082043
MEDIUM,3,6,3,325.0901073
MEDIUM,3,6,2,234.2166146
MEDIUM,3,6,3,296.541517
MEDIUM,3,6,3,287.6608493
MEDIUM,3,6,6,545.7168891
MEDIUM,3,6,3,283.4935344
LOW,3,6,5,488.0371933
HIGH,3,6,4,452.3557992
LOW,3,6,6,949.5555371
MEDIUM,3,6,4,324.0876657
MEDIUM,3,6,3,356.610726
LOW,3,6,5,595.6082215
MEDIUM,3,3,3,358.208935
LOW,3,3,4,332.3409196
MEDIUM,2,15,4,407.0403005
HIGH,2,15,2,196.598495
LOW,2,15,5,410.7929999
HIGH,2,15,2,179.2578542
HIGH,2,15,2,186.4346445
MEDIUM,2,15,3,326.1395645
MEDIUM,2,15,4,158.5307176
MEDIUM,2,15,4,317.6368952
HIGH,2,15,3,393.8641977
LOW,2,15,5,426.230075
MEDIUM,2,15,4,412.7232017
MEDIUM,2,15,4,591.2515706
HIGH,2,15,2,220.2249405
LOW,2,15,6,631.7701084
LOW,2,15,5,667.0454149
LOW,2,15,6,534.2415832
HIGH,2,15,2,200.0524951
HIGH,2,15,2,236.7170607
LOW,2,15,6,853.7633904
MEDIUM,2,15,3,277.3886048
HIGH,2,15,2,184.8637115
LOW,2,15,6,709.7456024
MEDIUM,2,15,4,327.6441829
LOW,2,15,5,623.0156655
LOW,2,15,5,567.3645901
MEDIUM,2,15,3,243.5978001
LOW,2,15,6,356.9429037
MEDIUM,2,15,2,147.5028393
HIGH,2,15,2,210.4962813
MEDIUM,2,15,3,343.1194758
MEDIUM,2,15,4,414.7612702
HIGH,2,15,3,317.001133
MEDIUM,2,15,4,402.4636968
LOW,2,15,5,310.6074323
MEDIUM,2,15,4,534.2364143
HIGH,2,15,2,180.422839
LOW,2,15,6,515.3751589
HIGH,2,15,2,227.9423096
HIGH,2,15,3,442.5463299
HIGH,2,15,2,252.7916564
MEDIUM,2,15,4,465.5921438
MEDIUM,2,15,4,384.6999338
LOW,2,15,6,785.1630197
MEDIUM,2,15,4,335.1520129
MEDIUM,2,15,4,454.3251256
HIGH,2,15,2,167.355907
MEDIUM,2,15,4,427.1057168
MEDIUM,2,15,3,333.7880883
MEDIUM,2,15,3,400.9912962
MEDIUM,2,15,3,330.9779428
LOW,2,15,6,520.1052468
LOW,2,15,6,466.6456889
LOW,3,7,5,540.5453888
MEDIUM,3,7,2,247.9567081
MEDIUM,3,7,2,199.2182572
MEDIUM,3,7,3,394.9520998
MEDIUM,3,7,4,426.1234154
LOW,3,7,5,404.3956314
MEDIUM,3,7,4,447.7173899
LOW,3,7,5,637.7939286
MEDIUM,3,7,6,509.2609625
MEDIUM,3,7,4,356.2447821
MEDIUM,3,7,2,201.6818156
MEDIUM,3,7,3,290.7335264
MEDIUM,3,7,2,154.7764764
MEDIUM,3,7,2,229.7908915
MEDIUM,3,7,3,372.8920098
MEDIUM,3,7,2,152.9654489
LOW,3,7,5,460.5569771
MEDIUM,3,7,3,273.2657581
LOW,3,7,5,548.0885588
MEDIUM,3,7,2,154.9077674
MEDIUM,3,7,4,308.1418993
MEDIUM,2,16,4,336.2169269
MEDIUM,2,16,4,517.4854413
MEDIUM,2,16,4,293.4759297
MEDIUM,2,16,3,421.9557394
MEDIUM,2,16,4,427.9115798
MEDIUM,2,16,2,160.7548395
MEDIUM,2,16,4,417.8818457
LOW,2,16,6,549.2422283
MEDIUM,2,16,3,148.0856151
MEDIUM,2,16,2,209.5308643
MEDIUM,2,16,4,531.4756172
MEDIUM,2,16,4,442.0895999
MEDIUM,2,16,4,436.0281047
LOW,2,16,5,516.9403171
MEDIUM,2,16,3,301.8485164
MEDIUM,2,16,5,535.3844243
MEDIUM,2,16,2,196.2209309
MEDIUM,2,16,4,241.3140553
MEDIUM,2,16,3,210.0258851
MEDIUM,2,16,2,190.3556229
LOW,2,16,5,545.5853185
MEDIUM,2,16,2,195.657521
MEDIUM,2,16,3,197.8379131
LOW,2,15,5,349.1493259
LOW,2,15,6,710.7111578
MEDIUM,3,17,3,275.113748
HIGH,3,17,2,242.1641379
MEDIUM,3,17,5,674.828501
LOW,3,17,5,528.1627532
MEDIUM,3,17,4,416.6877819
LOW,3,17,5,527.9031749
MEDIUM,3,17,3,319.2951166
MEDIUM,3,17,4,392.5588296
LOW,3,14,5,527.4641131
LOW,3,14,6,586.0740844
LOW,3,14,5,494.6088978
MEDIUM,3,14,6,500.131049
LOW,3,14,6,523.0893375
LOW,3,14,5,526.4259499
HIGH,3,14,2,238.8463161
LOW,3,14,5,638.240107
HIGH,3,14,4,457.3897897
HIGH,3,14,2,182.132362
LOW,3,14,6,798.4563755
MEDIUM,3,14,4,408.4241638
LOW,3,14,5,382.0445372
MEDIUM,3,14,3,343.1045195
HIGH,3,14,2,214.1930247
LOW,3,14,6,741.2979062
MEDIUM,3,14,3,433.0375373
HIGH,3,14,2,250.9368272
MEDIUM,3,14,4,388.8772659
LOW,3,14,5,605.4141341
MEDIUM,3,14,3,292.7597754
MEDIUM,3,14,3,296.2748351
MEDIUM,3,21,2,251.8460696
MEDIUM,3,21,2,229.6027502
LOW,3,21,6,629.0891716
LOW,3,21,4,432.5045575
LOW,3,21,4,275.3277824
MEDIUM,3,21,2,243.8561743
LOW,3,21,6,667.3238455
MEDIUM,3,21,2,286.740772
MEDIUM,3,21,3,368.4342198
LOW,3,21,5,541.3111006
HIGH,3,21,6,618.861609
MEDIUM,3,21,3,321.8643612
LOW,3,21,5,492.3042103
MEDIUM,3,21,3,287.9487895
LOW,3,21,6,816.069285
MEDIUM,3,21,3,313.0346981
MEDIUM,3,21,3,272.2954095
LOW,3,21,5,593.0811962
LOW,3,21,6,840.7035961
LOW,3,21,5,579.5759103
LOW,3,21,4,389.5420209
LOW,3,21,4,435.5154568
LOW,3,21,6,709.1598193
LOW,3,21,6,736.3099988
LOW,3,21,6,329.6334918
MEDIUM,3,21,3,350.5810664
MEDIUM,3,21,2,206.2106576
LOW,3,21,6,597.0717015
MEDIUM,3,21,3,291.6636939
MEDIUM,3,21,2,200.8928333
MEDIUM,3,21,2,255.8087548
MEDIUM,3,21,6,582.7839303
LOW,3,21,5,526.3842949
MEDIUM,3,21,2,173.6327231
LOW,3,21,4,455.9722972
MEDIUM,3,21,3,320.8009128
MEDIUM,3,6,3,297.6456648
MEDIUM,3,6,4,292.4500535
LOW,3,6,5,572.4499817
MEDIUM,3,6,2,212.5410345
MEDIUM,3,6,3,374.2266207
MEDIUM,3,6,4,466.1123645
LOW,3,6,5,436.9933549
MEDIUM,3,6,3,247.0431407
MEDIUM,3,6,4,421.7797865
LOW,3,6,6,528.1147673
MEDIUM,3,6,3,344.5177106
MEDIUM,3,6,2,251.1577658
MEDIUM,3,6,4,569.1946985
LOW,3,6,5,530.883976
LOW,3,6,5,570.6050169
MEDIUM,3,6,2,156.5919159
LOW,3,6,5,799.0744157
LOW,3,6,6,453.0938661
MEDIUM,3,6,4,473.2434439
MEDIUM,3,6,3,325.1464773
MEDIUM,3,6,4,469.3170734
MEDIUM,3,6,4,332.2380621
LOW,3,6,6,847.8856443
MEDIUM,3,6,2,260.3932902
MEDIUM,3,6,3,430.8308042
LOW,3,6,6,601.8040345
LOW,3,6,6,751.942325
HIGH,3,6,6,863.7782979
MEDIUM,2,23,2,228.5565842
MEDIUM,2,23,2,234.1612999
LOW,2,23,6,669.3829367
LOW,2,23,5,544.9676251
MEDIUM,2,23,2,210.2653215
MEDIUM,2,23,3,313.4085014
LOW,2,23,6,703.2054485
LOW,2,23,5,480.0032999
LOW,2,23,4,387.2187201
MEDIUM,2,23,5,502.7103917
LOW,2,23,4,275.6128897
MEDIUM,2,23,2,209.9643807
LOW,2,23,4,334.4670309
LOW,2,23,6,601.7551982
MEDIUM,2,23,2,189.1318617
LOW,2,23,6,356.0363501
LOW,2,23,5,359.7830846
LOW,2,23,6,568.2803911
MEDIUM,2,23,2,246.3882992
LOW,2,23,5,532.2568323
MEDIUM,2,23,4,372.3875294
MEDIUM,2,23,2,139.9523286
LOW,2,23,5,556.3037306
MEDIUM,2,23,2,196.7750263
LOW,3,3,4,503.2796326
LOW,3,3,6,543.7999993
MEDIUM,3,3,2,209.1283305
LOW,3,3,4,370.0826298
LOW,3,3,6,526.3361036
MEDIUM,3,3,3,399.3483706
LOW,3,3,4,266.8979845
MEDIUM,3,3,3,259.6963224
MEDIUM,3,3,2,281.1973713
LOW,3,3,4,545.3203606
MEDIUM,3,3,2,303.5742725
LOW,3,3,5,407.4704381
LOW,3,3,5,460.8340279
LOW,3,3,5,498.073637
LOW,3,3,4,520.1540214
LOW,3,3,5,507.3048588
LOW,3,3,5,689.4749699
LOW,3,3,4,390.2554061
LOW,3,3,4,365.224253
LOW,3,3,6,431.2182416
MEDIUM,3,3,2,163.0646804
MEDIUM,3,3,2,207.2081157
MEDIUM,3,3,3,218.8263278
LOW,3,3,6,582.3688019
LOW,3,3,6,277.7460299
LOW,3,3,4,368.6996869
HIGH,3,3,4,474.1004172
LOW,3,3,4,491.1154841
MEDIUM,3,3,6,496.1377887
MEDIUM,3,3,2,197.4218138
LOW,3,3,4,485.2872864
LOW,3,3,4,473.7257436
LOW,3,3,5,388.3624802
LOW,3,3,4,390.9566744
MEDIUM,3,3,2,213.5190746
LOW,2,15,5,604.5071329
MEDIUM,2,15,3,247.1405449
MEDIUM,2,15,3,388.366005
MEDIUM,2,15,4,220.9776684
MEDIUM,2,15,4,398.8489514
LOW,2,15,5,482.3674962
HIGH,2,15,2,99.81281261
LOW,2,15,6,617.4387456
LOW,2,15,5,570.1991286
LOW,2,15,5,518.3200904
HIGH,2,15,2,202.2274232
HIGH,2,15,2,217.8432893
HIGH,2,15,2,241.6748258
LOW,2,15,5,331.0352132
MEDIUM,2,15,3,180.0899577
MEDIUM,2,15,4,427.535132
MEDIUM,2,15,4,243.7677998
MEDIUM,2,15,4,446.5047826
MEDIUM,2,15,4,411.545234
MEDIUM,2,15,4,415.0555766
LOW,2,15,5,512.647656
LOW,2,15,5,676.1292471
MEDIUM,2,15,3,224.6067907
LOW,2,15,5,460.4586152
MEDIUM,2,15,4,497.086039
LOW,2,15,5,368.5450988
MEDIUM,2,15,4,393.1278323
MEDIUM,2,15,3,359.5998089
MEDIUM,2,15,3,326.9243235
HIGH,2,15,2,292.9596834
LOW,2,15,6,713.8591961
MEDIUM,2,15,3,185.1545941
MEDIUM,2,15,3,167.687278
LOW,2,15,6,726.5966313
MEDIUM,2,15,4,449.553288
LOW,2,15,5,543.0348623
MEDIUM,3,10,3,286.5223718
MEDIUM,2,22,6,569.9333532
MEDIUM,2,22,3,403.5012303
LOW,2,22,6,778.4374582
LOW,2,22,6,764.4676252
MEDIUM,2,22,2,220.6373512
MEDIUM,2,22,3,365.634577
LOW,2,22,4,425.6061619
LOW,2,22,5,588.9875496
MEDIUM,2,22,2,236.858758
MEDIUM,2,22,3,271.491048
MEDIUM,2,22,3,234.529891
LOW,2,22,5,547.1409568
LOW,2,22,5,349.5333368
LOW,2,22,6,758.305894
MEDIUM,3,10,4,425.8621189
MEDIUM,3,10,4,471.5981386
LOW,3,10,6,743.1076841
LOW,3,17,6,586.295963
MEDIUM,3,17,3,240.0634058
MEDIUM,3,17,3,377.2190939
HIGH,3,17,2,195.4517241
LOW,3,17,6,401.5439165
MEDIUM,3,17,2,202.7959741
LOW,3,17,6,568.2973216
LOW,3,17,6,401.8907711
MEDIUM,3,17,4,487.3748362
LOW,3,17,5,606.2296125
LOW,3,17,5,408.6794532
MEDIUM,3,17,4,347.7192781
HIGH,3,17,2,196.6708476
MEDIUM,3,17,4,528.3475233
LOW,3,17,5,530.5119027
HIGH,3,17,2,213.8216948
MEDIUM,3,17,4,403.5605212
LOW,3,17,6,569.4554314
MEDIUM,3,17,4,406.9699972
LOW,3,17,5,627.8056874
MEDIUM,3,17,4,544.9697226
LOW,3,17,5,591.6296871
MEDIUM,3,17,3,457.3793958
MEDIUM,3,17,4,519.3275171
MEDIUM,3,17,4,410.5083226
LOW,3,17,5,591.8730198
LOW,2,22,6,418.1093204
MEDIUM,2,22,2,233.3181901
LOW,2,22,5,464.6924968
LOW,2,22,5,475.3908482
LOW,2,22,5,428.3391227
MEDIUM,2,22,5,384.3217997
LOW,2,22,6,795.0779491
LOW,2,22,6,554.7114381
LOW,2,22,6,641.5240629
MEDIUM,2,22,3,320.8767062
MEDIUM,2,22,3,326.1532507
MEDIUM,2,22,3,310.780475
MEDIUM,2,22,6,560.2064293
MEDIUM,2,22,3,279.9449793
LOW,2,22,5,397.105836
LOW,2,22,4,353.9701656
MEDIUM,2,22,3,293.2561838
MEDIUM,2,22,3,438.7273377
LOW,2,22,5,539.4005952
MEDIUM,2,22,3,366.5665193
LOW,2,22,5,468.3512705
LOW,2,22,6,525.0222257
LOW,2,22,6,603.5803915
LOW,2,22,6,556.1903695
LOW,2,22,5,607.4622191
MEDIUM,2,22,2,217.5411491
MEDIUM,2,22,3,388.510494
LOW,2,22,6,488.1823738
MEDIUM,2,22,3,326.5760975
LOW,2,22,4,422.8990413
LOW,2,22,5,627.8424891
MEDIUM,2,22,2,176.3880392
MEDIUM,2,22,2,90.35535178
LOW,2,22,4,383.0469342
MEDIUM,2,22,3,269.338026
LOW,2,22,6,731.4128117
LOW,2,22,4,478.3086605
MEDIUM,3,10,3,257.5390228
HIGH,3,10,2,273.190532
HIGH,3,10,2,241.8688244
LOW,3,10,5,306.9364518
MEDIUM,3,10,3,421.4691188
HIGH,3,10,2,203.1505953
LOW,3,10,6,463.2704981
MEDIUM,3,10,4,508.1393202
HIGH,3,10,2,226.6569162
MEDIUM,3,10,3,391.1919693
MEDIUM,3,10,3,380.2483363
MEDIUM,3,10,4,314.5963839
MEDIUM,3,10,4,443.5847959
HIGH,3,10,2,239.0504495
MEDIUM,3,10,4,389.1436969
LOW,3,10,6,466.7144787
HIGH,3,10,6,741.0538847
MEDIUM,3,10,4,427.4182253
LOW,3,10,6,862.170794
MEDIUM,3,10,4,423.8635308
HIGH,3,10,2,261.3612319
LOW,3,10,6,867.693045
HIGH,3,10,2,265.4461245
MEDIUM,3,10,3,246.4766555
HIGH,3,10,2,179.8788463
LOW,3,21,5,570.0217793
LOW,3,21,4,477.3860461
MEDIUM,3,21,3,432.6406152
MEDIUM,3,21,3,365.710208
MEDIUM,3,21,3,284.9331943
MEDIUM,3,21,3,217.0669423
LOW,3,21,4,507.7043155
LOW,3,21,6,652.2829521
LOW,3,21,6,710.5505573
LOW,3,21,5,437.3658038
MEDIUM,3,21,2,264.6672229
LOW,3,21,5,340.0240647
LOW,3,21,4,266.2470142
MEDIUM,3,21,2,200.7905176
MEDIUM,3,21,3,272.0901911
LOW,3,21,5,447.478607
LOW,3,21,4,370.6500667
LOW,3,21,5,397.736229
LOW,3,21,5,562.1360379
LOW,3,21,4,416.8743883
LOW,3,21,4,532.5016256
MEDIUM,3,21,2,202.1740268
LOW,3,21,5,350.6627963
LOW,3,21,4,554.8347159
LOW,3,21,6,380.5076654
LOW,3,21,6,632.144887
MEDIUM,3,21,2,206.0831935
LOW,3,21,4,330.3693425
LOW,3,21,6,432.4773031
LOW,3,21,4,296.5215326
LOW,3,21,5,426.9213568
MEDIUM,3,21,2,175.1892193
LOW,3,21,6,532.1527082
MEDIUM,3,17,4,322.2883079
LOW,3,17,5,508.2003256
HIGH,3,17,2,140.6932793
MEDIUM,3,17,4,379.1176884
LOW,3,17,6,680.2686522
HIGH,3,17,3,338.3520185
HIGH,3,17,5,454.9197582
MEDIUM,3,17,4,356.8251874
MEDIUM,3,17,4,286.531144
HIGH,3,17,2,312.5154092
MEDIUM,3,17,4,477.8130677
LOW,3,17,5,597.5354939
LOW,3,17,6,444.6847077
HIGH,3,17,2,212.0022369
HIGH,3,17,2,197.7400922
LOW,3,17,6,630.0316706
HIGH,3,17,2,172.5995635
MEDIUM,3,17,3,293.9881833
MEDIUM,3,17,3,305.5794957
MEDIUM,3,17,3,209.9414598
MEDIUM,3,17,3,408.306422
HIGH,3,17,2,186.7643077
HIGH,3,17,2,137.793107
LOW,3,17,6,499.6968802
HIGH,3,17,2,152.0545404
LOW,3,17,5,332.4261285
MEDIUM,3,17,5,482.1503673
LOW,3,17,6,786.0335849
MEDIUM,3,17,4,390.7266621
MEDIUM,3,17,4,392.7362107
HIGH,3,17,2,188.127557
LOW,3,17,5,584.5837873
LOW,3,17,5,443.0423712
MEDIUM,3,17,3,296.5266577
HIGH,3,17,2,158.814135
LOW,3,17,6,828.5253608
MEDIUM,2,15,4,349.5101218
MEDIUM,2,15,4,406.3653999
MEDIUM,2,15,4,497.4277048
LOW,2,15,6,1010.843729
LOW,2,15,5,681.5700952
MEDIUM,2,15,4,378.9436725
MEDIUM,2,15,4,339.3789814
LOW,2,15,5,475.8658306
HIGH,2,15,2,180.0872757
HIGH,2,15,2,187.755268
MEDIUM,2,15,4,434.9809191
LOW,2,15,5,444.9259081
HIGH,2,15,2,241.1966622
LOW,2,15,6,760.6751726
HIGH,2,15,2,243.6610156
HIGH,2,15,2,218.5119993
MEDIUM,2,15,4,367.9410936
HIGH,2,15,5,423.5731054
LOW,3,21,6,525.1510735
LOW,3,21,6,527.4803143
MEDIUM,3,21,6,638.3578772
MEDIUM,3,21,2,226.9973495
LOW,3,21,5,398.3963324
MEDIUM,3,21,3,331.570952
MEDIUM,3,21,2,186.2751745
LOW,3,21,6,392.9923087
LOW,3,21,4,442.7762592
LOW,3,21,4,381.5902745
LOW,3,21,4,425.5892103
MEDIUM,3,21,2,216.5340141
MEDIUM,3,21,2,168.9161281
MEDIUM,3,21,2,212.0441626
LOW,3,21,4,407.6024163
LOW,3,21,6,357.2468703
LOW,3,21,5,386.9149035
LOW,3,21,4,328.6071572
LOW,3,21,4,450.4566153
MEDIUM,3,21,2,221.1614443
LOW,3,21,5,551.5992215
LOW,3,21,4,389.2439154
LOW,3,21,5,525.9710573
MEDIUM,3,21,2,235.0760829
LOW,3,21,4,377.6831131
MEDIUM,2,22,3,259.6712202
HIGH,2,22,6,902.9440358
LOW,2,22,5,556.2624888
MEDIUM,2,22,3,283.3838687
LOW,2,22,5,520.2726834
HIGH,2,22,5,529.3758915
MEDIUM,2,22,4,368.5975134
LOW,2,22,5,603.282835
MEDIUM,2,22,2,254.0413922
HIGH,2,22,4,484.621715
LOW,2,22,6,861.0551924
LOW,2,22,4,329.8378016
LOW,2,22,4,513.0870997
HIGH,2,22,3,290.6271678
MEDIUM,2,22,5,619.0312098
LOW,2,22,4,510.5261174
MEDIUM,2,22,3,342.4782776
MEDIUM,2,22,2,134.3093378
MEDIUM,2,22,5,642.5176558
MEDIUM,2,22,2,261.1457061
LOW,2,22,5,460.3246444
LOW,2,22,4,434.3261552
MEDIUM,2,22,3,295.9765485
LOW,2,22,5,417.1783288
LOW,2,22,5,554.1850217
LOW,2,22,5,607.3793657
MEDIUM,2,22,3,372.646901
LOW,2,22,5,376.4221238
MEDIUM,2,22,2,259.9302828
LOW,2,22,4,221.9679973
LOW,2,22,5,574.5004378
MEDIUM,2,22,3,313.4658509
MEDIUM,2,22,3,335.411042
MEDIUM,2,22,3,140.363241
MEDIUM,3,17,4,494.58287
LOW,3,17,5,587.1606034
MEDIUM,3,17,4,356.164847
MEDIUM,3,17,5,605.561684
MEDIUM,3,17,4,516.5366024
MEDIUM,3,17,4,484.4815945
LOW,3,17,6,512.0413651
HIGH,3,17,2,281.1895708
MEDIUM,3,17,4,248.6957011
HIGH,3,17,2,167.2065166
MEDIUM,3,17,3,168.6063871
LOW,3,17,5,308.0983771
MEDIUM,3,17,3,259.6114469
MEDIUM,3,17,3,212.538204
LOW,3,17,5,401.8667504
MEDIUM,3,17,4,320.7530374
LOW,3,17,5,366.9372895
MEDIUM,3,17,4,466.0656064
MEDIUM,3,17,4,546.0910605
MEDIUM,3,17,3,270.909547
HIGH,3,17,2,211.2844619
HIGH,3,17,2,354.6691862
MEDIUM,3,17,4,391.022898
HIGH,3,17,2,230.6559368
LOW,2,22,4,373.1235687
MEDIUM,2,22,3,305.3353669
LOW,2,22,4,350.5560252
MEDIUM,2,22,2,271.024156
LOW,2,22,4,489.9724564
HIGH,3,21,4,580.0223585
LOW,3,21,5,706.7631113
LOW,3,21,5,496.6024694
MEDIUM,3,21,3,260.5628589
LOW,3,21,5,439.4727413
LOW,3,21,5,504.1238523
LOW,3,21,6,632.7026639
MEDIUM,3,21,3,339.5708467
LOW,3,3,4,424.5173928
LOW,3,14,5,457.2107535
LOW,3,14,5,548.3405218
HIGH,3,14,2,171.7179052
LOW,3,14,6,557.222349
MEDIUM,3,14,3,317.7897902
HIGH,3,14,6,625.3740538
MEDIUM,3,14,4,487.5520643
HIGH,3,14,2,152.691086
MEDIUM,3,14,3,290.3334938
LOW,3,14,6,541.8650638
MEDIUM,3,14,3,347.8239407
LOW,3,14,6,767.3750413
LOW,3,14,5,540.4823917
MEDIUM,3,14,4,468.1957561
HIGH,3,14,3,192.5650819
MEDIUM,3,14,4,455.0554778
LOW,3,14,5,448.1035425
LOW,3,14,5,553.0849165
MEDIUM,3,14,3,259.1808846
MEDIUM,3,14,3,374.0527417
HIGH,3,14,2,169.7480772
MEDIUM,3,14,3,356.5716244
MEDIUM,3,14,4,386.601193
MEDIUM,3,14,4,404.924297
LOW,3,14,6,627.9082691
LOW,3,14,5,651.3895871
MEDIUM,3,14,4,442.2370207
MEDIUM,3,14,4,535.4705817
LOW,3,14,5,477.0350052
MEDIUM,3,14,6,533.5871514
LOW,3,14,6,515.8493227
HIGH,3,14,4,511.4767321
LOW,3,14,5,645.6173316
LOW,3,14,5,538.0923838
LOW,3,14,6,644.4623416
MEDIUM,3,14,4,393.6596555
MEDIUM,3,14,4,505.2176091
MEDIUM,3,21,3,185.7638412
MEDIUM,3,21,3,253.7760387
MEDIUM,3,21,3,389.364766
MEDIUM,3,21,2,161.6123153
LOW,3,21,4,393.0532946
LOW,3,21,5,553.9469176
LOW,3,21,4,359.0812218
LOW,3,21,6,682.5583871
LOW,3,21,6,475.1031052
MEDIUM,3,21,4,469.4507594
LOW,3,21,4,374.9431707
LOW,3,21,6,676.4595442
MEDIUM,3,21,3,302.8229194
MEDIUM,3,21,3,321.3425244
LOW,3,21,6,631.6951502
MEDIUM,3,21,3,365.6837147
LOW,3,21,5,454.1234998
LOW,3,21,6,511.7139141
LOW,3,21,5,546.2543876
HIGH,3,21,2,224.6778454
LOW,3,21,4,505.3934527
MEDIUM,3,21,3,250.5978912
LOW,3,21,6,656.1327381
HIGH,3,21,5,469.1798294
LOW,3,21,5,557.7253451
MEDIUM,3,21,2,241.2426411
MEDIUM,3,21,2,220.408433
LOW,3,21,4,337.1879072
HIGH,3,21,2,186.3387188
LOW,3,21,4,505.1979757
LOW,3,21,6,596.3772211
LOW,3,21,4,406.8910764
LOW,3,21,5,543.2970117
MEDIUM,3,21,3,328.954127
LOW,2,15,5,582.9875588
HIGH,2,15,2,126.6286588
MEDIUM,2,15,3,245.9458684
MEDIUM,2,15,3,345.9286404
LOW,2,15,5,605.1175529
LOW,2,15,6,398.5382076
LOW,2,15,6,599.8744663
LOW,2,15,5,377.2730142
MEDIUM,2,15,3,349.7270266
MEDIUM,2,15,3,274.2795624
LOW,2,15,5,467.4133286
LOW,2,15,5,523.2715438
MEDIUM,2,15,4,427.2970293
MEDIUM,2,15,3,273.7004125
MEDIUM,3,14,4,377.4583009
LOW,3,14,6,728.8470936
LOW,3,14,5,615.2552063
LOW,3,14,6,485.3374356
LOW,3,14,6,583.4327535
MEDIUM,3,14,4,315.292425
LOW,3,14,5,358.0448775
MEDIUM,3,14,4,395.7128572
HIGH,3,14,2,222.7735641
LOW,3,14,5,454.8365853
LOW,3,21,5,437.4907018
MEDIUM,3,17,3,370.6861946
LOW,3,17,5,378.137129
LOW,3,17,6,750.1766241
LOW,3,17,5,491.3273311
MEDIUM,3,17,3,374.7758995
LOW,3,17,5,547.1708832
HIGH,3,17,2,175.2950396
MEDIUM,3,17,3,400.728719
MEDIUM,3,17,3,437.3585549
LOW,3,17,6,860.8372336
LOW,3,17,5,441.7722697
HIGH,3,17,2,224.9695489
MEDIUM,3,17,3,335.8270439
HIGH,3,17,5,502.1211289
MEDIUM,3,17,3,235.4485141
LOW,3,17,5,447.9937434
HIGH,3,17,2,253.9548061
LOW,3,17,5,425.0182624
MEDIUM,3,2,2,179.080046
MEDIUM,3,2,2,214.5062769
LOW,3,2,4,368.2064898
MEDIUM,3,2,3,242.3469514
MEDIUM,3,2,2,212.3316716
LOW,3,2,5,591.9281758
LOW,3,2,5,551.551863
LOW,3,2,6,563.5121817
LOW,3,2,4,328.7392091
MEDIUM,3,2,2,190.1966402
LOW,3,2,6,524.8026381
LOW,3,2,5,453.3132128
LOW,3,2,6,788.1692638
LOW,3,2,6,614.4288288
LOW,3,2,5,483.9135748
MEDIUM,3,2,3,307.1205552
MEDIUM,3,2,2,254.3913392
LOW,3,2,4,449.9295398
LOW,3,2,4,402.1641981
MEDIUM,3,2,2,323.9278562
LOW,3,2,5,444.5018531
LOW,3,2,6,540.1762187
LOW,3,2,4,262.9278105
MEDIUM,3,2,4,436.9190843
LOW,3,2,5,648.9266214
MEDIUM,3,2,2,299.1335732
MEDIUM,3,2,3,249.1626163
LOW,3,2,6,486.8233565
LOW,3,2,4,432.3711699
MEDIUM,3,2,2,160.0200744
HIGH,3,2,4,426.0009994
LOW,3,2,5,510.0091985
MEDIUM,3,2,2,144.8886411
LOW,3,2,5,552.0960223
MEDIUM,3,10,4,374.4396141
MEDIUM,3,10,4,543.8783157
LOW,3,10,5,643.487473
LOW,3,10,6,727.6474742
HIGH,3,10,5,482.158491
LOW,3,10,5,267.506085
LOW,3,10,6,606.5482888
MEDIUM,3,10,3,325.3001183
HIGH,3,10,2,159.0537049
LOW,3,10,6,655.0324303
HIGH,3,10,2,191.9427456
LOW,3,10,5,749.5075144
HIGH,3,10,2,180.7741438
LOW,3,10,6,680.076899
MEDIUM,3,10,3,285.7553341
LOW,3,10,6,682.5158116
MEDIUM,3,10,4,339.1092711
HIGH,3,10,2,136.7081077
MEDIUM,3,10,3,332.5710148
MEDIUM,3,10,3,226.935877
LOW,3,10,6,704.4971571
MEDIUM,3,10,3,217.20792
LOW,3,10,6,598.0993218
MEDIUM,3,10,4,223.9831286
LOW,3,10,5,488.9874376
HIGH,3,10,2,162.5392447
HIGH,3,10,2,224.8461873
MEDIUM,3,10,4,464.2794175
LOW,3,10,6,552.0084653
LOW,3,10,5,552.2627371
LOW,3,10,6,695.7569378
